gid,priority_score,reason,request
100000004584730100,0.40830648,Обрыв обхода на глубине 4,Исходящие переводы клиента и следующее колено за июль
100000002692044100,0.40823094,Не видны внешние выходы,"Наличные, межбанк, переводы ниже 5000 KZT"
100000002681449100,0.40819078,Неполный наблюдаемый баланс,Входящие вне выборки и остаток на начало июля
100000002612809100,0.40815763,Неполный наблюдаемый баланс,Входящие вне выборки и остаток на начало июля
100000005589319100,0.40807782,Обрыв обхода на глубине 4,Исходящие переводы клиента и следующее колено за июль
100000002689717100,0.40776376,Обрыв обхода на глубине 4,Исходящие переводы клиента и следующее колено за июль
100000005621418100,0.40756004,Обрыв обхода на глубине 4,Исходящие переводы клиента и следующее колено за июль
100000008703533100,0.40687816,Обрыв обхода на глубине 4,Исходящие переводы клиента и следующее колено за июль
100000008293431100,0.40686698,Неполный наблюдаемый баланс,Входящие вне выборки и остаток на начало июля
100000003078839100,0.406731,Обрыв обхода на глубине 4,Исходящие переводы клиента и следующее колено за июль
100000004130144100,0.40670515,Не видны внешние выходы,"Наличные, межбанк, переводы ниже 5000 KZT"
100000007641801100,0.40670515,Не видны внешние выходы,"Наличные, межбанк, переводы ниже 5000 KZT"
100000001831496100,0.40669252,Неполный наблюдаемый баланс,Входящие вне выборки и остаток на начало июля
100000008074304100,0.40647877,Обрыв обхода на глубине 4,Исходящие переводы клиента и следующее колено за июль
100000008628818100,0.40639754,Обрыв обхода на глубине 4,Исходящие переводы клиента и следующее колено за июль
100000003239379100,0.40633735,Не видны внешние выходы,"Наличные, межбанк, переводы ниже 5000 KZT"
100000001952325100,0.40604863,Не видны внешние выходы,"Наличные, межбанк, переводы ниже 5000 KZT"
100000008737422100,0.40556521,Не видны внешние выходы,"Наличные, межбанк, переводы ниже 5000 KZT"
100000008251939100,0.40469016,Обрыв обхода на глубине 4,Исходящие переводы клиента и следующее колено за июль
100000008759857100,0.40448176,Неполный наблюдаемый баланс,Входящие вне выборки и остаток на начало июля
100000004792397100,0.40376794,Не видны внешние выходы,"Наличные, межбанк, переводы ниже 5000 KZT"
100000006030946100,0.40366418,Не видны внешние выходы,"Наличные, межбанк, переводы ниже 5000 KZT"
100000000018102100,0.40337807,Обрыв обхода на глубине 4,Исходящие переводы клиента и следующее колено за июль
100000003819173100,0.40318313,Обрыв обхода на глубине 4,Исходящие переводы клиента и следующее колено за июль
100000007960337100,0.40313552,Обрыв обхода на глубине 4,Исходящие переводы клиента и следующее колено за июль
100000003123296100,0.40297156,Не видны внешние выходы,"Наличные, межбанк, переводы ниже 5000 KZT"
100000000267734100,0.40285735,Неполный наблюдаемый баланс,Входящие вне выборки и остаток на начало июля
100000003970394100,0.40233949,Не видны внешние выходы,"Наличные, межбанк, переводы ниже 5000 KZT"
100000008772058100,0.40183275,Не видны внешние выходы,"Наличные, межбанк, переводы ниже 5000 KZT"
100000005877725100,0.4013889,Не видны внешние выходы,"Наличные, межбанк, переводы ниже 5000 KZT"
100000004890713100,0.40101206,Обрыв обхода на глубине 4,Исходящие переводы клиента и следующее колено за июль
100000000500040100,0.4005194,Обрыв обхода на глубине 4,Исходящие переводы клиента и следующее колено за июль
100000004850609100,0.40036907,Обрыв обхода на глубине 4,Исходящие переводы клиента и следующее колено за июль
100000001632325100,0.40015359,Не видны внешние выходы,"Наличные, межбанк, переводы ниже 5000 KZT"
100000004877085100,0.3999799,Неполный наблюдаемый баланс,Входящие вне выборки и остаток на начало июля
100000002488629100,0.39982235,Не видны внешние выходы,"Наличные, межбанк, переводы ниже 5000 KZT"
100000008734279100,0.39951579,Обрыв обхода на глубине 4,Исходящие переводы клиента и следующее колено за июль
100000002914245100,0.39892196,Не видны внешние выходы,"Наличные, межбанк, переводы ниже 5000 KZT"
100000003146511100,0.3989011,Обрыв обхода на глубине 4,Исходящие переводы клиента и следующее колено за июль
100000000955529100,0.39886923,Неполный наблюдаемый баланс,Входящие вне выборки и остаток на начало июля
100000006918814100,0.39858435,Обрыв обхода на глубине 4,Исходящие переводы клиента и следующее колено за июль
100000002188586100,0.39849382,Обрыв обхода на глубине 4,Исходящие переводы клиента и следующее колено за июль
100000001311175100,0.39839998,Обрыв обхода на глубине 4,Исходящие переводы клиента и следующее колено за июль
100000002391278100,0.3979938,Неполный наблюдаемый баланс,Входящие вне выборки и остаток на начало июля
100000003843844100,0.39776815,Неполный наблюдаемый баланс,Входящие вне выборки и остаток на начало июля
100000002371751100,0.39774334,Неполный наблюдаемый баланс,Входящие вне выборки и остаток на начало июля
100000002304943100,0.39753406,Обрыв обхода на глубине 4,Исходящие переводы клиента и следующее колено за июль
100000005634552100,0.39727395,Неполный наблюдаемый баланс,Входящие вне выборки и остаток на начало июля
100000004019124100,0.39713776,Неполный наблюдаемый баланс,Входящие вне выборки и остаток на начало июля
100000002835874100,0.39698786,Обрыв обхода на глубине 4,Исходящие переводы клиента и следующее колено за июль
100000008737958100,0.39672919,Не видны внешние выходы,"Наличные, межбанк, переводы ниже 5000 KZT"
100000004674178100,0.39631567,Обрыв обхода на глубине 4,Исходящие переводы клиента и следующее колено за июль
100000008712827100,0.39628473,Не видны внешние выходы,"Наличные, межбанк, переводы ниже 5000 KZT"
100000003567087100,0.39571191,Не видны внешние выходы,"Наличные, межбанк, переводы ниже 5000 KZT"
100000008757369100,0.39567715,Неполный наблюдаемый баланс,Входящие вне выборки и остаток на начало июля
100000005507142100,0.39530066,Неполный наблюдаемый баланс,Входящие вне выборки и остаток на начало июля
100000008629504100,0.3951146,Обрыв обхода на глубине 4,Исходящие переводы клиента и следующее колено за июль
100000008760098100,0.39508857,Неполный наблюдаемый баланс,Входящие вне выборки и остаток на начало июля
100000005265073100,0.39503147,Неполный наблюдаемый баланс,Входящие вне выборки и остаток на начало июля
100000002970466100,0.39492057,Неполный наблюдаемый баланс,Входящие вне выборки и остаток на начало июля
100000002597074100,0.39474039,Обрыв обхода на глубине 4,Исходящие переводы клиента и следующее колено за июль
100000008718811100,0.39472466,Не видны внешние выходы,"Наличные, межбанк, переводы ниже 5000 KZT"
100000006008169100,0.39471631,Не видны внешние выходы,"Наличные, межбанк, переводы ниже 5000 KZT"
100000001696818100,0.39436602,Не видны внешние выходы,"Наличные, межбанк, переводы ниже 5000 KZT"
100000005025629100,0.39420264,Обрыв обхода на глубине 4,Исходящие переводы клиента и следующее колено за июль
100000008579978100,0.393369,Неполный наблюдаемый баланс,Входящие вне выборки и остаток на начало июля
100000008028628100,0.39307851,Не видны внешние выходы,"Наличные, межбанк, переводы ниже 5000 KZT"
100000008776420100,0.39289706,Не видны внешние выходы,"Наличные, межбанк, переводы ниже 5000 KZT"
100000008598972100,0.39271924,Не видны внешние выходы,"Наличные, межбанк, переводы ниже 5000 KZT"
100000006527156100,0.39266199,Обрыв обхода на глубине 4,Исходящие переводы клиента и следующее колено за июль
100000003616818100,0.39245963,Неполный наблюдаемый баланс,Входящие вне выборки и остаток на начало июля
100000008765627100,0.39216806,Не видны внешние выходы,"Наличные, межбанк, переводы ниже 5000 KZT"
100000007472293100,0.39216783,Неполный наблюдаемый баланс,Входящие вне выборки и остаток на начало июля
100000008745489100,0.39212621,Не видны внешние выходы,"Наличные, межбанк, переводы ниже 5000 KZT"
100000004848236100,0.39204585,Обрыв обхода на глубине 4,Исходящие переводы клиента и следующее колено за июль
100000004041294100,0.39180807,Обрыв обхода на глубине 4,Исходящие переводы клиента и следующее колено за июль
100000008736760100,0.39162569,Не видны внешние выходы,"Наличные, межбанк, переводы ниже 5000 KZT"
100000004856746100,0.39111104,Обрыв обхода на глубине 4,Исходящие переводы клиента и следующее колено за июль
100000006288612100,0.39092328,Обрыв обхода на глубине 4,Исходящие переводы клиента и следующее колено за июль
100000002702968100,0.39088953,Обрыв обхода на глубине 4,Исходящие переводы клиента и следующее колено за июль
100000008712991100,0.39083876,Не видны внешние выходы,"Наличные, межбанк, переводы ниже 5000 KZT"
100000000424935100,0.39079474,Обрыв обхода на глубине 4,Исходящие переводы клиента и следующее колено за июль
100000003896956100,0.3906481,Неполный наблюдаемый баланс,Входящие вне выборки и остаток на начало июля
100000004433250100,0.3904032,Обрыв обхода на глубине 4,Исходящие переводы клиента и следующее колено за июль
100000008746673100,0.39031834,Не видны внешние выходы,"Наличные, межбанк, переводы ниже 5000 KZT"
100000008516839100,0.39008125,Неполный наблюдаемый баланс,Входящие вне выборки и остаток на начало июля
100000007392365100,0.3900602,Неполный наблюдаемый баланс,Входящие вне выборки и остаток на начало июля
100000002660298100,0.39002536,Обрыв обхода на глубине 4,Исходящие переводы клиента и следующее колено за июль
100000001637376100,0.38973138,Неполный наблюдаемый баланс,Входящие вне выборки и остаток на начало июля
100000004841728100,0.3896634,Не видны внешние выходы,"Наличные, межбанк, переводы ниже 5000 KZT"
100000004225615100,0.38913321,Не видны внешние выходы,"Наличные, межбанк, переводы ниже 5000 KZT"
100000003835149100,0.38891964,Неполный наблюдаемый баланс,Входящие вне выборки и остаток на начало июля
100000008008463100,0.38843162,Не видны внешние выходы,"Наличные, межбанк, переводы ниже 5000 KZT"
100000003040087100,0.38767706,Обрыв обхода на глубине 4,Исходящие переводы клиента и следующее колено за июль
100000002506987100,0.38634694,Обрыв обхода на глубине 4,Исходящие переводы клиента и следующее колено за июль
100000002864680100,0.38607041,Не видны внешние выходы,"Наличные, межбанк, переводы ниже 5000 KZT"
100000008349740100,0.38577058,Обрыв обхода на глубине 4,Исходящие переводы клиента и следующее колено за июль
100000008721637100,0.38568048,Неполный наблюдаемый баланс,Входящие вне выборки и остаток на начало июля
100000001250022100,0.38521799,Не видны внешние выходы,"Наличные, межбанк, переводы ниже 5000 KZT"
100000006903193100,0.38518342,Обрыв обхода на глубине 4,Исходящие переводы клиента и следующее колено за июль
100000005668605100,0.38466525,Неполный наблюдаемый баланс,Входящие вне выборки и остаток на начало июля
100000002305007100,0.38434983,Не видны внешние выходы,"Наличные, межбанк, переводы ниже 5000 KZT"
100000008321975100,0.38294992,Обрыв обхода на глубине 4,Исходящие переводы клиента и следующее колено за июль
100000004931931100,0.38252126,Неполный наблюдаемый баланс,Входящие вне выборки и остаток на начало июля
100000005493505100,0.38239514,Неполный наблюдаемый баланс,Входящие вне выборки и остаток на начало июля
100000008304115100,0.38238165,Не видны внешние выходы,"Наличные, межбанк, переводы ниже 5000 KZT"
100000003087877100,0.38205281,Не видны внешние выходы,"Наличные, межбанк, переводы ниже 5000 KZT"
100000007303047100,0.38193265,Не видны внешние выходы,"Наличные, межбанк, переводы ниже 5000 KZT"
100000004257714100,0.38185917,Не видны внешние выходы,"Наличные, межбанк, переводы ниже 5000 KZT"
100000008071749100,0.38183314,Обрыв обхода на глубине 4,Исходящие переводы клиента и следующее колено за июль
100000008254576100,0.38182621,Неполный наблюдаемый баланс,Входящие вне выборки и остаток на начало июля
100000005608515100,0.38171768,Не видны внешние выходы,"Наличные, межбанк, переводы ниже 5000 KZT"
100000002227960100,0.38151898,Обрыв обхода на глубине 4,Исходящие переводы клиента и следующее колено за июль
100000003105089100,0.38151898,Обрыв обхода на глубине 4,Исходящие переводы клиента и следующее колено за июль
100000008684452100,0.38136377,Не видны внешние выходы,"Наличные, межбанк, переводы ниже 5000 KZT"
100000002369443100,0.37974646,Не видны внешние выходы,"Наличные, межбанк, переводы ниже 5000 KZT"
100000001380986100,0.37953133,Не видны внешние выходы,"Наличные, межбанк, переводы ниже 5000 KZT"
100000002609774100,0.37871773,Неполный наблюдаемый баланс,Входящие вне выборки и остаток на начало июля
100000008738526100,0.37812222,Неполный наблюдаемый баланс,Входящие вне выборки и остаток на начало июля
100000005052998100,0.37805283,Неполный наблюдаемый баланс,Входящие вне выборки и остаток на начало июля
100000007381662100,0.37700229,Обрыв обхода на глубине 4,Исходящие переводы клиента и следующее колено за июль
100000001669260100,0.37625948,Обрыв обхода на глубине 4,Исходящие переводы клиента и следующее колено за июль
100000003989033100,0.37575921,Обрыв обхода на глубине 4,Исходящие переводы клиента и следующее колено за июль
100000004526651100,0.37559656,Обрыв обхода на глубине 4,Исходящие переводы клиента и следующее колено за июль
100000005553088100,0.37552706,Обрыв обхода на глубине 4,Исходящие переводы клиента и следующее колено за июль
100000001297206100,0.37447205,Обрыв обхода на глубине 4,Исходящие переводы клиента и следующее колено за июль
100000001330595100,0.37420909,Неполный наблюдаемый баланс,Входящие вне выборки и остаток на начало июля
100000002527114100,0.37399577,Неполный наблюдаемый баланс,Входящие вне выборки и остаток на начало июля
100000003001564100,0.37391005,Неполный наблюдаемый баланс,Входящие вне выборки и остаток на начало июля
100000006351075100,0.37304548,Обрыв обхода на глубине 4,Исходящие переводы клиента и следующее колено за июль
100000002870937100,0.37293211,Не видны внешние выходы,"Наличные, межбанк, переводы ниже 5000 KZT"
100000005370558100,0.37272822,Обрыв обхода на глубине 4,Исходящие переводы клиента и следующее колено за июль
100000005409680100,0.37221124,Неполный наблюдаемый баланс,Входящие вне выборки и остаток на начало июля
100000008637537100,0.37173886,Неполный наблюдаемый баланс,Входящие вне выборки и остаток на начало июля
100000005264874100,0.37143843,Неполный наблюдаемый баланс,Входящие вне выборки и остаток на начало июля
100000004041163100,0.37024928,Неполный наблюдаемый баланс,Входящие вне выборки и остаток на начало июля
100000002748040100,0.3689191,Обрыв обхода на глубине 4,Исходящие переводы клиента и следующее колено за июль
100000008778753100,0.36874096,Обрыв обхода на глубине 4,Исходящие переводы клиента и следующее колено за июль
100000004340038100,0.36800679,Неполный наблюдаемый баланс,Входящие вне выборки и остаток на начало июля
100000001249054100,0.36736886,Обрыв обхода на глубине 4,Исходящие переводы клиента и следующее колено за июль
100000005367284100,0.36732711,Неполный наблюдаемый баланс,Входящие вне выборки и остаток на начало июля
100000006912294100,0.36685816,Неполный наблюдаемый баланс,Входящие вне выборки и остаток на начало июля
100000004780083100,0.36593729,Обрыв обхода на глубине 4,Исходящие переводы клиента и следующее колено за июль
100000003096787100,0.36535467,Обрыв обхода на глубине 4,Исходящие переводы клиента и следующее колено за июль
100000003221510100,0.36456703,Неполный наблюдаемый баланс,Входящие вне выборки и остаток на начало июля
100000002528978100,0.36432302,Обрыв обхода на глубине 4,Исходящие переводы клиента и следующее колено за июль
100000007648946100,0.36417107,Неполный наблюдаемый баланс,Входящие вне выборки и остаток на начало июля
100000002214207100,0.36403166,Обрыв обхода на глубине 4,Исходящие переводы клиента и следующее колено за июль
100000005958064100,0.36289888,Неполный наблюдаемый баланс,Входящие вне выборки и остаток на начало июля
100000002733083100,0.36252535,Обрыв обхода на глубине 4,Исходящие переводы клиента и следующее колено за июль
100000002844652100,0.36200481,Не видны внешние выходы,"Наличные, межбанк, переводы ниже 5000 KZT"
100000003083865100,0.36186903,Обрыв обхода на глубине 4,Исходящие переводы клиента и следующее колено за июль
100000003166017100,0.36186903,Обрыв обхода на глубине 4,Исходящие переводы клиента и следующее колено за июль
100000002606567100,0.36138382,Неполный наблюдаемый баланс,Входящие вне выборки и остаток на начало июля
100000004400480100,0.36121583,Обрыв обхода на глубине 4,Исходящие переводы клиента и следующее колено за июль
100000004911971100,0.36033068,Обрыв обхода на глубине 4,Исходящие переводы клиента и следующее колено за июль
100000002214383100,0.35727507,Обрыв обхода на глубине 4,Исходящие переводы клиента и следующее колено за июль
100000006735545100,0.35724779,Обрыв обхода на глубине 4,Исходящие переводы клиента и следующее колено за июль
100000008770483100,0.35688342,Обрыв обхода на глубине 4,Исходящие переводы клиента и следующее колено за июль
100000008219168100,0.35685557,Не видны внешние выходы,"Наличные, межбанк, переводы ниже 5000 KZT"
100000003786516100,0.35678071,Обрыв обхода на глубине 4,Исходящие переводы клиента и следующее колено за июль
100000000600707100,0.35674636,Обрыв обхода на глубине 4,Исходящие переводы клиента и следующее колено за июль
100000001732159100,0.3557923,Неполный наблюдаемый баланс,Входящие вне выборки и остаток на начало июля
100000004066370100,0.35451581,Обрыв обхода на глубине 4,Исходящие переводы клиента и следующее колено за июль
100000003069463100,0.35388277,Неполный наблюдаемый баланс,Входящие вне выборки и остаток на начало июля
100000004398811100,0.35362716,Неполный наблюдаемый баланс,Входящие вне выборки и остаток на начало июля
100000008710913100,0.35322765,Обрыв обхода на глубине 4,Исходящие переводы клиента и следующее колено за июль
100000005394708100,0.35264107,Неполный наблюдаемый баланс,Входящие вне выборки и остаток на начало июля
100000006888238100,0.35228202,Неполный наблюдаемый баланс,Входящие вне выборки и остаток на начало июля
100000004616845100,0.35226018,Обрыв обхода на глубине 4,Исходящие переводы клиента и следующее колено за июль
100000005636951100,0.35153747,Обрыв обхода на глубине 4,Исходящие переводы клиента и следующее колено за июль
100000004047887100,0.35070951,Обрыв обхода на глубине 4,Исходящие переводы клиента и следующее колено за июль
100000001782980100,0.34965204,Неполный наблюдаемый баланс,Входящие вне выборки и остаток на начало июля
100000002592567100,0.34919738,Неполный наблюдаемый баланс,Входящие вне выборки и остаток на начало июля
100000002999140100,0.34845626,Обрыв обхода на глубине 4,Исходящие переводы клиента и следующее колено за июль
100000002152857100,0.34828667,Неполный наблюдаемый баланс,Входящие вне выборки и остаток на начало июля
100000000581682100,0.3472389,Обрыв обхода на глубине 4,Исходящие переводы клиента и следующее колено за июль
100000001229743100,0.3466477,Неполный наблюдаемый баланс,Входящие вне выборки и остаток на начало июля
100000008525136100,0.34576049,Обрыв обхода на глубине 4,Исходящие переводы клиента и следующее колено за июль
100000004644615100,0.34560501,Неполный наблюдаемый баланс,Входящие вне выборки и остаток на начало июля
100000001825934100,0.34554192,Неполный наблюдаемый баланс,Входящие вне выборки и остаток на начало июля
100000000673915100,0.34431978,Обрыв обхода на глубине 4,Исходящие переводы клиента и следующее колено за июль
100000008778010100,0.34415781,Обрыв обхода на глубине 4,Исходящие переводы клиента и следующее колено за июль
100000004030553100,0.34397787,Обрыв обхода на глубине 4,Исходящие переводы клиента и следующее колено за июль
100000008758106100,0.34346269,Обрыв обхода на глубине 4,Исходящие переводы клиента и следующее колено за июль
100000008761132100,0.34346269,Обрыв обхода на глубине 4,Исходящие переводы клиента и следующее колено за июль
100000008761220100,0.34346269,Обрыв обхода на глубине 4,Исходящие переводы клиента и следующее колено за июль
100000001286703100,0.34269168,Обрыв обхода на глубине 4,Исходящие переводы клиента и следующее колено за июль
100000004070530100,0.34200072,Обрыв обхода на глубине 4,Исходящие переводы клиента и следующее колено за июль
100000004797167100,0.34166481,Обрыв обхода на глубине 4,Исходящие переводы клиента и следующее колено за июль
100000005834479100,0.34117131,Неполный наблюдаемый баланс,Входящие вне выборки и остаток на начало июля
100000000749118100,0.34105442,Неполный наблюдаемый баланс,Входящие вне выборки и остаток на начало июля
100000001498732100,0.34102058,Обрыв обхода на глубине 4,Исходящие переводы клиента и следующее колено за июль
100000008762843100,0.34076662,Обрыв обхода на глубине 4,Исходящие переводы клиента и следующее колено за июль
100000008762885100,0.34076662,Обрыв обхода на глубине 4,Исходящие переводы клиента и следующее колено за июль
100000002981489100,0.34058259,Обрыв обхода на глубине 4,Исходящие переводы клиента и следующее колено за июль
100000003951827100,0.34008405,Неполный наблюдаемый баланс,Входящие вне выборки и остаток на начало июля
100000004321983100,0.3371347,Неполный наблюдаемый баланс,Входящие вне выборки и остаток на начало июля
100000004272302100,0.33664576,Обрыв обхода на глубине 4,Исходящие переводы клиента и следующее колено за июль
100000002707106100,0.33627962,Обрыв обхода на глубине 4,Исходящие переводы клиента и следующее колено за июль
100000008745676100,0.33526632,Обрыв обхода на глубине 4,Исходящие переводы клиента и следующее колено за июль
100000004107228100,0.33496132,Обрыв обхода на глубине 4,Исходящие переводы клиента и следующее колено за июль
100000008762005100,0.33457184,Обрыв обхода на глубине 4,Исходящие переводы клиента и следующее колено за июль
100000006240939100,0.33435389,Неполный наблюдаемый баланс,Входящие вне выборки и остаток на начало июля
100000005685783100,0.33365709,Обрыв обхода на глубине 4,Исходящие переводы клиента и следующее колено за июль
100000008766031100,0.33350423,Обрыв обхода на глубине 4,Исходящие переводы клиента и следующее колено за июль
100000004613582100,0.33338953,Неполный наблюдаемый баланс,Входящие вне выборки и остаток на начало июля
100000000507799100,0.33244571,Неполный наблюдаемый баланс,Входящие вне выборки и остаток на начало июля
100000008758607100,0.33230316,Обрыв обхода на глубине 4,Исходящие переводы клиента и следующее колено за июль
100000008766764100,0.33230316,Обрыв обхода на глубине 4,Исходящие переводы клиента и следующее колено за июль
100000008775747100,0.33230316,Обрыв обхода на глубине 4,Исходящие переводы клиента и следующее колено за июль
100000008727982100,0.33167036,Обрыв обхода на глубине 4,Исходящие переводы клиента и следующее колено за июль
100000003054328100,0.33106505,Неполный наблюдаемый баланс,Входящие вне выборки и остаток на начало июля
100000000542087100,0.32880414,Обрыв обхода на глубине 4,Исходящие переводы клиента и следующее колено за июль
100000008314203100,0.32764824,Неполный наблюдаемый баланс,Входящие вне выборки и остаток на начало июля
100000003084870100,0.32474229,Обрыв обхода на глубине 4,Исходящие переводы клиента и следующее колено за июль
100000001256409100,0.32452242,Обрыв обхода на глубине 4,Исходящие переводы клиента и следующее колено за июль
100000000627521100,0.32390278,Обрыв обхода на глубине 4,Исходящие переводы клиента и следующее колено за июль
100000005146665100,0.32380528,Обрыв обхода на глубине 4,Исходящие переводы клиента и следующее колено за июль
100000008650785100,0.32335479,Неполный наблюдаемый баланс,Входящие вне выборки и остаток на начало июля
100000000704700100,0.32301142,Обрыв обхода на глубине 4,Исходящие переводы клиента и следующее колено за июль
100000008130868100,0.32242585,Обрыв обхода на глубине 4,Исходящие переводы клиента и следующее колено за июль
100000005087923100,0.32136015,Обрыв обхода на глубине 4,Исходящие переводы клиента и следующее колено за июль
100000004891562100,0.31954344,Обрыв обхода на глубине 4,Исходящие переводы клиента и следующее колено за июль
100000001287955100,0.31736939,Неполный наблюдаемый баланс,Входящие вне выборки и остаток на начало июля
100000003888271100,0.31570422,Неполный наблюдаемый баланс,Входящие вне выборки и остаток на начало июля
100000000581662100,0.30880627,Обрыв обхода на глубине 4,Исходящие переводы клиента и следующее колено за июль
100000000607731100,0.30508795,Неполный наблюдаемый баланс,Входящие вне выборки и остаток на начало июля
100000005519347100,0.30489609,Неполный наблюдаемый баланс,Входящие вне выборки и остаток на начало июля
100000003047800100,0.30374395,Обрыв обхода на глубине 4,Исходящие переводы клиента и следующее колено за июль
100000008713270100,0.3024436,Неполный наблюдаемый баланс,Входящие вне выборки и остаток на начало июля
100000007534354100,0.29975395,Неполный наблюдаемый баланс,Входящие вне выборки и остаток на начало июля
100000004784224100,0.29547754,Неполный наблюдаемый баланс,Входящие вне выборки и остаток на начало июля
100000005316708100,0.29450835,Неполный наблюдаемый баланс,Входящие вне выборки и остаток на начало июля
100000005041905100,0.29380378,Неполный наблюдаемый баланс,Входящие вне выборки и остаток на начало июля
100000006734554100,0.29078302,Неполный наблюдаемый баланс,Входящие вне выборки и остаток на начало июля
100000002706810100,0.28920038,Обрыв обхода на глубине 4,Исходящие переводы клиента и следующее колено за июль
100000003975102100,0.28826527,Неполный наблюдаемый баланс,Входящие вне выборки и остаток на начало июля
100000005386383100,0.27990351,Неполный наблюдаемый баланс,Входящие вне выборки и остаток на начало июля
100000002130400100,0.27977298,Обрыв обхода на глубине 4,Исходящие переводы клиента и следующее колено за июль
100000008715513100,0.27736329,Обрыв обхода на глубине 4,Исходящие переводы клиента и следующее колено за июль
100000007333038100,0.27676729,Неполный наблюдаемый баланс,Входящие вне выборки и остаток на начало июля
100000002670463100,0.27606131,Обрыв обхода на глубине 4,Исходящие переводы клиента и следующее колено за июль
100000004193835100,0.27520402,Неполный наблюдаемый баланс,Входящие вне выборки и остаток на начало июля
100000008673001100,0.27512594,Неполный наблюдаемый баланс,Входящие вне выборки и остаток на начало июля
100000005264990100,0.27306272,Неполный наблюдаемый баланс,Входящие вне выборки и остаток на начало июля
100000005454368100,0.26948185,Неполный наблюдаемый баланс,Входящие вне выборки и остаток на начало июля
100000001415126100,0.26681248,Неполный наблюдаемый баланс,Входящие вне выборки и остаток на начало июля
100000001991973100,0.25936622,Обрыв обхода на глубине 4,Исходящие переводы клиента и следующее колено за июль
100000005395727100,0.25918183,Неполный наблюдаемый баланс,Входящие вне выборки и остаток на начало июля
100000002748180100,0.25880306,Неполный наблюдаемый баланс,Входящие вне выборки и остаток на начало июля
100000001429930100,0.25877908,Неполный наблюдаемый баланс,Входящие вне выборки и остаток на начало июля
100000005370580100,0.25747522,Неполный наблюдаемый баланс,Входящие вне выборки и остаток на начало июля
100000007747786100,0.25262011,Неполный наблюдаемый баланс,Входящие вне выборки и остаток на начало июля
100000008759795100,0.25152043,Обрыв обхода на глубине 4,Исходящие переводы клиента и следующее колено за июль
100000003192309100,0.25142748,Неполный наблюдаемый баланс,Входящие вне выборки и остаток на начало июля
100000006491963100,0.24920553,Обрыв обхода на глубине 4,Исходящие переводы клиента и следующее колено за июль
100000005498992100,0.24818915,Неполный наблюдаемый баланс,Входящие вне выборки и остаток на начало июля
100000008571433100,0.24748736,Неполный наблюдаемый баланс,Входящие вне выборки и остаток на начало июля
100000006412162100,0.24651093,Обрыв обхода на глубине 4,Исходящие переводы клиента и следующее колено за июль
100000008659445100,0.24517678,Неполный наблюдаемый баланс,Входящие вне выборки и остаток на начало июля
100000008680731100,0.24511575,Неполный наблюдаемый баланс,Входящие вне выборки и остаток на начало июля
100000008554390100,0.24363047,Обрыв обхода на глубине 4,Исходящие переводы клиента и следующее колено за июль
100000000580561100,0.24249468,Неполный наблюдаемый баланс,Входящие вне выборки и остаток на начало июля
100000004358004100,0.24228576,Неполный наблюдаемый баланс,Входящие вне выборки и остаток на начало июля
100000003216073100,0.24181022,Неполный наблюдаемый баланс,Входящие вне выборки и остаток на начало июля
100000008631800100,0.2404865,Обрыв обхода на глубине 4,Исходящие переводы клиента и следующее колено за июль
100000002645046100,0.23761258,Обрыв обхода на глубине 4,Исходящие переводы клиента и следующее колено за июль
100000002876914100,0.23761258,Обрыв обхода на глубине 4,Исходящие переводы клиента и следующее колено за июль
100000004780327100,0.23761258,Обрыв обхода на глубине 4,Исходящие переводы клиента и следующее колено за июль
